Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2017,III,Daboia russelii,Reptilia,Serpentes,Viperidae,Daboia,IT,TH,,,1546,skins,,T,W
2017,III,Daboia russelii,Reptilia,Serpentes,Viperidae,Daboia,IT,TH,,1501,,skins,,,
2017,III,Daboia russelii,Reptilia,Serpentes,Viperidae,Daboia,IT,US,,4040,,extract,,,
2017,III,Daboia russelii,Reptilia,Serpentes,Viperidae,Daboia,IT,US,,3210,,medicine,,,
2017,III,Daboia russelii,Reptilia,Serpentes,Viperidae,Daboia,IT,US,,,12680,specimens,,M,F
2017,III,Daboia russelii,Reptilia,Serpentes,Viperidae,Daboia,IT,US,,,629,specimens,,T,F
2017,III,Daboia russelii,Reptilia,Serpentes,Viperidae,Daboia,IT,US,,4980,,specimens,,,
2017,III,Civettictis civetta,Mammalia,Carnivora,Viverridae,Civettictis,IT,TG,,,2,live,,T,W
2017,N,Elaphe radiata,Reptilia,Serpentes,Colubridae,Elaphe,IT,CN,,370,,skins,,,
2018,I,Caiman latirostris,Reptilia,Crocodylia,Alligatoridae,Caiman,IT,BR,,,12,skins,,P,C
2018,I,Addax nasomaculatus,Mammalia,Artiodactyla,Bovidae,Addax,IT,US,,,1,trophies,,T,R
2018,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,IT,US,,,1,trophies,,T,R
2018,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,IT,ZA,,,1,trophies,,H,F
2018,I,Probosciger aterrimus,Aves,Psittaciformes,Cacatuidae,Probosciger,IT,AE,MY,,2,live,,T,C
2018,I,Astrophytum asterias,,Caryophyllales,Cactaceae,Astrophytum,IT,TH,,,34,live,,T,D
2018,I,Caretta caretta,Reptilia,Testudines,Cheloniidae,Caretta,IT,SN,,,20,specimens,,S,W
2018,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,IT,SN,,,20,specimens,,S,W
2018,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,IT,SN,,,10,specimens,,S,W
2018,I,Lepidochelys olivacea,Reptilia,Testudines,Cheloniidae,Lepidochelys,IT,SN,,,15,specimens,,S,W
2018,I,Crocodylus acutus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,IT,CO,,754,2118,skins,,T,D
2018,I,Crocodylus acutus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,IT,KR,CO,1,1,leather products (small),,T,D
2018,I,Crocodylus acutus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,IT,SG,CO,,200,skins,,T,D
2018,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,IT,AU,,,10,teeth,Number of specimens,T,D
2018,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,IT,CH,TH,,1,leather products (small),,T,D
2018,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,IT,CN,MY,2,,garments,,T,D
2018,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,IT,CN,PH,2,,leather products (small),,T,D
2018,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,IT,CN,TH,3,,leather products (small),,T,D
2018,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,IT,HK,MY,,2,garments,,T,D
2018,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,IT,HK,PH,,2,leather products (small),,T,D
2018,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,IT,HK,TH,,3,leather products (small),,T,D
2018,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,IT,JP,TH,34,34,leather products (small),,T,D
2018,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,IT,KW,AT,,1,leather products (small),,T,R
2018,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,IT,MC,PH,,2,leather products (small),,T,D
2018,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,IT,SG,PH,54,54,skins,,T,D
2018,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,IT,SG,,34,34,skins,,T,D
2018,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,IT,TH,TH,,33,leather products (small),,Q,D
2018,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,IT,TH,,,1,bodies,,T,D
2018,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,IT,TH,,,6,leather products (small),,T,D
2018,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,IT,TH,,101,100,skins,,T,D
2018,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,IT,TH,,2,2,skulls,,T,D
2018,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,IT,US,AU,,1,leather products (small),,T,C
2018,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,IT,JP,KH,,1,leather products (small),,T,D
2018,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,IT,JP,TH,20,26,skins,,T,D
2018,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,IT,SG,TH,2,2,bodies,,T,D
2018,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,IT,SG,TH,324,325,skins,,T,D
2018,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,IT,TH,KH,,1,leather products (small),,T,D
2018,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,IT,TH,,,14,leather products (small),,T,D
2018,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,IT,VN,,905,,skins,,T,D
2018,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,IT,AU,,,1,ivory carvings,Number of specimens,P,O
2018,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,IT,CH,XX,1,,ivory carvings,,P,O
2018,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,IT,CH,XX,1,3,ivory carvings,,T,O
2018,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,IT,CH,XX,,52,piano keys,,P,O
2018,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,IT,CH,XX,,104,piano keys,,T,O
2018,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,IT,AU,XX,1,,ivory carvings,,Q,O
2018,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,IT,US,IT,,2,ivory carvings,,Q,O
2018,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,IT,US,XX,1,,ivory carvings,,Q,O
2018,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,AR,XX,47,,ivory carvings,,P,O
2018,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,CN,KE,34391.2,,ivory carvings,g,T,O
2018,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,GG,XX,,8,ivory carvings,,T,W
2018,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,HK,KE,,34.392,ivory carvings,kg,T,O
2018,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,ZM,,1,2,trophies,,H,W
2018,I,Euphorbia cremersii,,Euphorbiales,Euphorbiaceae,Euphorbia,IT,TH,,,1,live,,T,D
2018,I,Euphorbia cylindrifolia,,Euphorbiales,Euphorbiaceae,Euphorbia,IT,TH,,,7,live,,T,D
2018,I,Euphorbia decaryi,,Euphorbiales,Euphorbiaceae,Euphorbia,IT,TH,,,3,live,,T,D
2018,I,Euphorbia francoisii,,Euphorbiales,Euphorbiaceae,Euphorbia,IT,TH,,,5,live,,T,D
2018,I,Falco peregrinus,Aves,Falconiformes,Falconidae,Falco,IT,AE,ES,2,2,live,,P,C
2018,I,Falco peregrinus,Aves,Falconiformes,Falconidae,Falco,IT,KG,IT,,2,live,,P,C
2018,I,Falco peregrinus,Aves,Falconiformes,Falconidae,Falco,IT,QA,AT,,1,live,Number of specimens,T,C
2018,I,Falco rusticolus,Aves,Falconiformes,Falconidae,Falco,IT,AE,DE,,1,live,,P,C
2018,I,Falco rusticolus,Aves,Falconiformes,Falconidae,Falco,IT,AE,NL,,1,live,,P,C
2018,I,Acinonyx jubatus,Mammalia,Carnivora,Felidae,Acinonyx,IT,NA,,1,1,trophies,,H,W
2018,I,Panthera onca,Mammalia,Carnivora,Felidae,Panthera,IT,ZA,,1,1,trophies,,P,F
2018,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,IT,NA,,2,2,trophies,,H,W
2018,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,IT,TZ,,2,2,trophies,,H,W
2018,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,IT,ZM,,2,,trophies,,H,W
2018,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,IT,ZW,,2,3,trophies,,H,W
2018,I,Panthera tigris,Mammalia,Carnivora,Felidae,Panthera,IT,ZA,,1,1,trophies,,P,F
2018,I,Dalbergia nigra,,Fabales,Leguminosae,Dalbergia,IT,US,XX,,20,wood product,Number of specimens,T,O
2018,I,Paphiopedilum concolor,,Orchidales,Orchidaceae,Paphiopedilum,IT,TH,,,2,live,,T,D
2018,I,Paphiopedilum godefroyae,,Orchidales,Orchidaceae,Paphiopedilum,IT,TH,,,1,live,,T,D
2018,I,Encephalartos friderici-guilielmi,,Cycadales,Zamiaceae,Encephalartos,IT,ZA,,,1,live,,T,D
2018,I,Encephalartos lanatus,,Cycadales,Zamiaceae,Encephalartos,IT,ZA,,,1,live,,T,D
2018,I,Encephalartos lehmannii,,Cycadales,Zamiaceae,Encephalartos,IT,ZA,,3,2,live,,P,A
2018,I,Encephalartos lehmannii,,Cycadales,Zamiaceae,Encephalartos,IT,ZA,,,2,live,,T,D
2018,I,Encephalartos longifolius,,Cycadales,Zamiaceae,Encephalartos,IT,ZA,,2,2,live,,P,A
2018,I,Encephalartos princeps,,Cycadales,Zamiaceae,Encephalartos,IT,ZA,,2,1,live,,P,A
2018,I,Encephalartos trispinosus,,Cycadales,Zamiaceae,Encephalartos,IT,ZA,,3,,live,,P,A
2018,I,Encephalartos trispinosus,,Cycadales,Zamiaceae,Encephalartos,IT,ZA,,,1,live,,T,D
2018,II,Acipenser baerii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,IT,BY,,1.05,1.05,caviar,kg,T,C
2018,II,Acipenser baerii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,IT,CH,FR,,267,caviar,g,T,C
2018,II,Acipenser baerii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,IT,CH,FR,265,,extract,g,T,C
2018,II,Acipenser baerii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,IT,CH,FR,,1,leather products (small),,T,C
2018,II,Acipenser baerii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,IT,CH,IT,,396660,caviar,mg,T,C
2018,II,Acipenser baerii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,IT,CH,IT,396.66,,extract,g,T,C
2018,II,Acipenser baerii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,IT,CN,,157.510,157.510,caviar,kg,T,C
2018,II,Acipenser baerii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,IT,DE,,,65.383,cosmetics,mg,T,C
2018,II,Acipenser baerii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,IT,UA,,,400,caviar,g,P,C
2018,II,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,IT,AU,IT,18,58.787,caviar,kg,T,C
2018,II,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,IT,BY,,9.01,,caviar,kg,T,C
2018,II,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,IT,CN,,31.877,31.877,caviar,kg,T,C
2018,II,Acipenser gueldenstaedtii x baerii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,IT,BY,,,9.01,caviar,kg,T,C
2018,II,Acipenser oxyrinchus,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,IT,CA,,50,,derivatives,kg,T,W
2018,II,Acipenser oxyrinchus,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,IT,CA,,,100,genitalia,kg,T,C
2018,II,Acipenser oxyrinchus,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,IT,CA,,,50,genitalia,kg,T,W
2018,II,Acipenser schrenckii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,IT,CN,,,6.892,caviar,kg,T,C
2018,II,Acipenser transmontanus,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,IT,US,,,384,caviar,kg,T,F
2018,II,Huso dauricus x acipenser schrenckii,Actinopteri,Acipenseriformes,Acipenseridae,Huso,IT,CN,,,7.116,caviar,kg,T,C
2018,II,Acropora spp.,Anthozoa,Scleractinia,Acroporidae,Acropora,IT,AU,,,6733,live,Number of specimens,T,W
2018,II,Acropora spp.,Anthozoa,Scleractinia,Acroporidae,Acropora,IT,AU,,5574,,live,,T,W
2018,II,Acropora spp.,Anthozoa,Scleractinia,Acroporidae,Acropora,IT,ID,,3276,7615,live,,T,F
2018,II,Acropora spp.,Anthozoa,Scleractinia,Acroporidae,Acropora,IT,ID,,27,26,live,,T,W
2018,II,Acropora florida,Anthozoa,Scleractinia,Acroporidae,Acropora,IT,SB,,323,,raw corals,,T,W
2018,II,Acropora humilis,Anthozoa,Scleractinia,Acroporidae,Acropora,IT,SB,,312,,raw corals,,T,W
2018,II,Acropora hyacinthus,Anthozoa,Scleractinia,Acroporidae,Acropora,IT,SB,,139,,raw corals,,T,W
2018,II,Acropora latistella,Anthozoa,Scleractinia,Acroporidae,Acropora,IT,SB,,113,,raw corals,,T,W
2018,II,Acropora nobilis,Anthozoa,Scleractinia,Acroporidae,Acropora,IT,SB,,129,,raw corals,,T,W
2018,II,Acropora palifera,Anthozoa,Scleractinia,Acroporidae,Acropora,IT,SB,,37,,raw corals,,T,W
2018,II,Montipora spp.,Anthozoa,Scleractinia,Acroporidae,Montipora,IT,AU,,,181,live,Number of specimens,T,W
2018,II,Montipora spp.,Anthozoa,Scleractinia,Acroporidae,Montipora,IT,AU,,76,,live,,T,W
2018,II,Montipora spp.,Anthozoa,Scleractinia,Acroporidae,Montipora,IT,ID,,356,930,live,,T,F
2018,II,Montipora spp.,Anthozoa,Scleractinia,Acroporidae,Montipora,IT,ID,,55,15,live,,T,W
2018,II,Montipora spp.,Anthozoa,Scleractinia,Acroporidae,Montipora,IT,SB,,92,,raw corals,,T,W
2018,II,Pavona spp.,Anthozoa,Scleractinia,Agariciidae,Pavona,IT,AU,,,82,live,Number of specimens,T,W
2018,II,Pavona spp.,Anthozoa,Scleractinia,Agariciidae,Pavona,IT,AU,,20,,live,,T,W
2018,II,Pavona spp.,Anthozoa,Scleractinia,Agariciidae,Pavona,IT,ID,,30,,live,,T,F
2018,II,Agave victoriae-reginae,,Liliales,Agavaceae,Agave,IT,TH,,9,,live,,P,A
2018,II,Agave victoriae-reginae,,Liliales,Agavaceae,Agave,IT,TH,,,13,live,,T,A
2018,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,AE,US,,2,leather products (small),,P,W
2018,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,AE,US,2,2,leather products (small),,T,C
2018,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,AE,US,18,25,leather products (small),,T,W
2018,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,AE,US,1,1,skins,,T,W
2018,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,CH,US,1,1,garments,,T,W
2018,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,CH,US,59,,leather products (small),,S,W
2018,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,CH,US,396,758,leather products (small),,T,C
2018,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,CH,US,17,17,leather products (small),,T,R
2018,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,CH,US,12240,18435,leather products (small),,T,W
2018,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,CH,US,5192,1900,skins,,T,W
2018,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,CH,US,25,25,skin pieces,,T,W
2018,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,CN,US,339,22,leather products (small),,T,W
2018,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,FR,US,,1,leather products (small),,T,W
2018,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,HK,US,,462,leather products (small),,T,W
2018,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,JP,US,4,7.5,garments,,T,W
2018,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,JP,US,46,77,leather products (small),,T,W
2018,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,JP,US,39,408,skins,,T,W
2018,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,JP,US,1272,4,skin pieces,,T,W
2018,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,KR,US,,2,leather products (small),,T,C
2018,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,KR,US,8,11,leather products (small),,T,W
2018,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,KR,US,3,4,skins,,T,W
2018,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,KR,US,1,,skin pieces,,T,W
2018,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,KW,US,5,13,leather products (small),,T,W
2018,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,MC,US,,1,garments,,T,W
2018,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,MC,US,,11,jewellery,,P,W
2018,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,MC,US,1,2,leather products (large),,T,W
2018,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,MC,US,29,,leather products (small),,T,W
2018,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,MD,US,,11,leather products (small),,T,W
2018,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,MX,US,,8,skins,,T,C
2018,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,MX,US,,92,skins,,T,W
2018,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,QA,US,,10,leather products (small),Number of specimens,T,W
2018,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,QA,US,1,,leather products (small),,T,W
2018,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,SG,US,,94,bodies,,T,W
2018,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,SG,US,4,6,leather products (small),,T,W
2018,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,SG,US,8748,9644,skins,,T,W
2018,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,SG,US,,107,skin pieces,,T,W
2018,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,SG,US,91,,tails,,T,W
2018,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,TH,US,64,19,leather products (small),,T,W
2018,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,TR,US,1,1,leather products (small),,T,W
2018,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,US,XX,,6,leather products (small),,T,I
2018,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,US,,,16,garments,,T,W
2018,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,US,,,1,leather products (large),,T,W
2018,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,US,,3,6,leather products (small),,T,C
2018,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,US,,57,171,leather products (small),,T,W
2018,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,US,,160426,171068,skins,,T,W
2018,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,US,,1,153,skin pieces,,T,W
2018,II,Caiman crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,IT,JP,CO,,57,leather products (small),,T,C
2018,II,Caiman crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,IT,JP,CO,,17,leather products (small),,T,W
2018,II,Caiman crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,IT,JP,PA,,11,leather products (small),,T,C
2018,II,Caiman crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,IT,JP,VE,,8,leather products (small),,T,W
2018,II,Caiman crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,IT,RU,VE,1,,garments,,T,W
2018,II,Caiman crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,IT,TH,VE,,2,leather products (small),,T,W
2018,II,Caiman crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,IT,US,BO,,7,leather products (small),,T,W
2018,II,Caiman crocodilus crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,IT,AE,VE,,2,leather products (small),,T,W
2018,II,Caiman crocodilus crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,IT,CH,VE,23,84,leather products (small),,T,W
2018,II,Caiman crocodilus crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,IT,CN,VE,,8,leather products (large),,T,W
2018,II,Caiman crocodilus crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,IT,CN,VE,62,,leather products (small),,T,W
2018,II,Caiman crocodilus crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,IT,HK,VE,,1,leather products (small),,T,W
2018,II,Caiman crocodilus crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,IT,JP,VE,6,,leather products (small),,T,W
2018,II,Caiman crocodilus crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,IT,KR,VE,16,1,leather products (small),,T,W
2018,II,Caiman crocodilus crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,IT,KR,,,5,leather products (small),Number of specimens,,
2018,II,Caiman crocodilus crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,IT,QA,VE,,9,leather products (small),Number of specimens,T,W
2018,II,Caiman crocodilus crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,IT,RU,VE,,1,garments,,T,W
2018,II,Caiman crocodilus crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,IT,RU,VE,1,,leather products (small),,T,W
2018,II,Caiman crocodilus crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,IT,SG,VE,9,,leather products (small),,T,W
2018,II,Caiman crocodilus crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,IT,TR,VE,1,,leather products (small),,T,W
2018,II,Caiman crocodilus crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,IT,US,VE,,1,leather products (small),,T,C
2018,II,Caiman crocodilus crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,IT,US,VE,29,22,leather products (small),,T,W
2018,II,Caiman crocodilus crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,IT,VE,,10806,10376,skins,,T,W
2018,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,IT,AE,CO,12,22,leather products (small),,T,C
2018,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,IT,BR,XX,,2,leather products (small),,T,W
2018,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,IT,BR,,,10,garments,,T,C
2018,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,IT,BR,,,2,leather products (small),,T,C
2018,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,IT,CH,CO,1,,garments,,T,C
2018,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,IT,CH,CO,50,64,leather products (small),,T,C
2018,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,IT,CN,CO,1,,garments,,T,C
2018,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,IT,CN,CO,18202,,leather products (small),,T,C
2018,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,IT,CN,CO,600,,leather products (small),,T,W
2018,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,IT,CN,VE,1,,leather products (small),,T,W
2018,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,IT,CO,,1197,3829,skins,,T,C
2018,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,IT,CO,,,25,skin pieces,,T,C
2018,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,IT,HK,CO,,19502,leather products (small),,T,C
2018,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,IT,HK,VE,,1,leather products (small),,T,W
2018,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,IT,JP,CO,48,,leather products (small),,T,C
2018,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,IT,JP,CO,17,,leather products (small),,T,W
2018,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,IT,JP,PA,11,,garments,,T,C
2018,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,IT,KR,CO,2,2,leather products (small),,T,C
2018,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,IT,KW,CO,3,10,leather products (small),,T,C
2018,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,IT,MC,CO,,1,garments,,T,W
2018,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,IT,MC,CO,,6,leather products (large),,T,C
2018,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,IT,MC,CO,9,31,leather products (small),,T,C
2018,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,IT,MC,PA,,1,garments,,T,C
2018,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,IT,QA,CO,,19,leather products (small),Number of specimens,T,C
